# Fable TLC RTTI class dump (Steam Fable.exe, image base 0x400000)
# Source: fabletlcmod.com forum th=9198 (EternalNoob, 2012), goto=66825
# 2090 classes. Columns: VFT<TAB>flags<TAB>class<TAB>bases<TAB>rtti_kind
# rtti_kind: SI single / MI multiple / VI virtual inheritance (MSVC RTTI).
VFT	flags	class	bases	rtti_kind
01237D38	0009	CInputProcessFishing	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
012379A0	0009	CInputProcessFreezeControls	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
0125BE98	0009	CInputProcessGameBase	CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
0123777C	0010	CInputProcessHeroAbilitiesScreen	CInputProcessInventoryBase, CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
012378B0	0009	CInputProcessHeroInformationScreens	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237CC0	0009	CInputProcessInGameMenu	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
012376F8	0010	CInputProcessInventory	CInputProcessInventoryBase, CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
012376CC	0010	CInputProcessInventoryBase	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237724	0010	CInputProcessInventoryClothing	CInputProcessInventoryBase, CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
012377D4	0010	CInputProcessInventoryExperienceScreen	CInputProcessInventoryBase, CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237858	0010	CInputProcessInventoryMagicScreen	CInputProcessInventoryBase, CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
012377A8	0010	CInputProcessInventoryMapScreen	CInputProcessInventoryBase, CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
0123782C	0010	CInputProcessInventoryQuestsScreen	CInputProcessInventoryBase, CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237884	0010	CInputProcessInventoryStatsScreen	CInputProcessInventoryBase, CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237800	0010	CInputProcessInventoryTradeScreen	CInputProcessInventoryBase, CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237750	0010	CInputProcessInventoryWeapons	CInputProcessInventoryBase, CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01238050	0009	CInputProcessJumpingAndRolling	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237C48	0009	CInputProcessLightning	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
0123758C	0009	CInputProcessMain	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
0129CA38	0001	CInputProcessManager	CBaseClassNonCopyable, CBaseClass	SI
01237E78	0009	CInputProcessOracleMinigame	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237D88	0009	CInputProcessParalysed	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237EC8	0011	CInputProcessPhotojournalCapture	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237BF8	0009	CInputProcessProjectileTargetingAnalogueZoom	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237E00	0009	CInputProcessQuestCompletionUI	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237AE0	0009	CInputProcessQuickAccessItems	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237DD8	0009	CInputProcessQuickAccessMenu	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237C70	0009	CInputProcessRebootGame	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237B30	0009	CInputProcessSetRangedWeaponMode	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237B58	0009	CInputProcessSetRangedWeaponThirdPersonMode	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237C20	0004	CInputProcessSpecialAbilities	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237654	0009	CInputProcessStrafe	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
0123767C	0009	CInputProcessTargetLockCycleTargets	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
012376A4	0009	CInputProcessTargetLockRightStickTargetSelect	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237CE8	0009	CInputProcessTavernGame	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237950	0009	CInputProcessToggleViewHeroMode	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237A90	0009	CInputProcessUseEnvironment	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237B08	0009	CInputProcessUseRangedWeapon	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237BD0	0009	CInputProcessUseRangedWeaponZLock	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237B80	0009	CInputProcessWatchForRangedWeaponThirdPersonModeTermination	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237BA8	0009	CInputProcessWatchForWillChargeUpThirdPersonModeTermination	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01237900	0009	CInputProcessYesNoQuestion	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01238028	0009	CInputProcessZTarget	CInputProcessGameBase, CAInputProcess, CBaseClassNonCopyable, CBaseClass	SI
01231784	0008	CInputTypeBase		SI
012318A4	0008	CInputTypeKeyboardKeyEvent	CInputTypeBase	SI
012318C8	0008	CInputTypeMouseButtonEvent	CInputTypeBase	SI
01231814	0008	CInputTypeMouseMovementEvent	CInputTypeBase	SI
01231880	0008	CInputTypeMouseWheelMovementDownEvent	CInputTypeBase	SI
01231838	0008	CInputTypeMouseWheelMovementEvent	CInputTypeBase	SI
0123185C	0008	CInputTypeMouseWheelMovementUpEvent	CInputTypeBase	SI
012317A8	0008	CInputTypeXboxPadButtonEvent	CInputTypeBase	SI
012317CC	0008	CInputTypeXboxPadLeftStickEvent	CInputTypeBase	SI
012317F0	0008	CInputTypeXboxPadRightStickEvent	CInputTypeBase	SI
0129D50C	0001	CIntelligentPointer<C3DAnimation2>	CBaseIntelligentPointer	SI
0128B0C0	0001	CIntelligentPointer<CMessageEvent const>	CBaseIntelligentPointer	SI
0126552C	0001	CIntelligentPointer<CScriptGameResourceObjectScriptedThing>	CBaseIntelligentPointer	SI
01237F1C	0001	CIntelligentPointer<CThing const>	CBaseIntelligentPointer	SI
01238C6C	0001	CIntelligentPointer<CThing>	CBaseIntelligentPointer	SI
01264BAC	0001	CIntelligentPointer<CThingAICreature const>	CBaseIntelligentPointer	SI
0123E7E0	0001	CIntelligentPointer<CThingAICreature>	CBaseIntelligentPointer	SI
01292CFC	0001	CIntelligentPointer<CThingBuilding const>	CBaseIntelligentPointer	SI
01244344	0001	CIntelligentPointer<CThingBuilding>	CBaseIntelligentPointer	SI
0125AAEC	0001	CIntelligentPointer<CThingCreatureBase const>	CBaseIntelligentPointer	SI
0123E7D8	0001	CIntelligentPointer<CThingCreatureBase>	CBaseIntelligentPointer	SI
0128B080	0001	CIntelligentPointer<CThingDeadCreature>	CBaseIntelligentPointer	SI
0125C29C	0001	CIntelligentPointer<CThingGameObject const>	CBaseIntelligentPointer	SI
0127B4D8	0001	CIntelligentPointer<CThingGameObject>	CBaseIntelligentPointer	SI
0125A860	0001	CIntelligentPointer<CThingMarker>	CBaseIntelligentPointer	SI
0125A858	0001	CIntelligentPointer<CThingObject>	CBaseIntelligentPointer	SI
0125A294	0001	CIntelligentPointer<CThingPhysical const>	CBaseIntelligentPointer	SI
01244DCC	0001	CIntelligentPointer<CThingPhysical>	CBaseIntelligentPointer	SI
01237F14	0001	CIntelligentPointer<CThingPlayerCreature const>	CBaseIntelligentPointer	SI
01231C4C	0001	CIntelligentPointer<CThingPlayerCreature>	CBaseIntelligentPointer	SI
0125B1B8	0001	CIntelligentPointer<CThingSoundEmitter>	CBaseIntelligentPointer	SI
0125A894	0001	CIntelligentPointer<CThingTrackNode const>	CBaseIntelligentPointer	SI
0125A89C	0001	CIntelligentPointer<CThingTrackNode>	CBaseIntelligentPointer	SI
0125A8A4	0001	CIntelligentPointer<CVillageTaskBase>	CBaseIntelligentPointer	SI
0128B0B0	0001	CIntelligentPointer<CVillageTaskCarryCrate>	CBaseIntelligentPointer	SI
0128B0B8	0001	CIntelligentPointer<CVillageTaskCrowd>	CBaseIntelligentPointer	SI
0128B0A8	0001	CIntelligentPointer<CVillageTaskHorn>	CBaseIntelligentPointer	SI
0128B090	0001	CIntelligentPointer<CVillageTaskPatrol>	CBaseIntelligentPointer	SI
0128B0A0	0001	CIntelligentPointer<CVillageTaskPickCrops>	CBaseIntelligentPointer	SI
0128B098	0001	CIntelligentPointer<CVillageTaskSecuritySweep>	CBaseIntelligentPointer	SI
0128B088	0001	CIntelligentPointer<CVillageTaskTorch>	CBaseIntelligentPointer	SI
0125A26C	0001	CIntelligentPointer<NParticleEngine::CParticleEmitter>	CBaseIntelligentPointer	SI
01265804	0001	CIntelligentPointer<NTCScriptedControl::CScriptConversation>	CBaseIntelligentPointer	SI
0123C6D4	0025	CInterestingToVillagersDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123346C	0025	CInventoryCategoryDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01233404	0025	CInventoryDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01231DBC	0025	CInventoryItemDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0129DE70	0005	CIPhysicsFacesSegmentBase		SI
012354D0	0002	CIVCountedPointeeBase		SI
0123294C	0025	CJackDragonDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01242E3C	0025	CJackOfBladesBattleDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0129C0EC	0019	CJoystick		SI
0129EA7C	0019	CJoystickDX	CJoystick	SI
0129DBA8	0005	CKeyboard	CBaseClassNonCopyable, CBaseClass	SI
0129EA60	0006	CKeyboardDX	CKeyboard, CBaseClassNonCopyable, CBaseClass	SI
0123A7AC	0025	CKickableDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01241B2C	0025	CKrakenDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123DA24	0025	CKrakenTentacleDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
012A803C	0009	CLandscapeBackgroundPatch	CLandscapeBackgroundSubNodeBase, CMovableResource	SI
012A8014	0009	CLandscapeBackgroundSubNodeBase	CMovableResource	SI
012A8258	0009	CLandscapeBackgroundSubNodeSplitBranch	CLandscapeBackgroundSubNodeBase, CMovableResource	SI
012A8240	0005	CLandscapeBackgroundTreeNode	CEngineLandscapeFreeableResource, CMovableResource	SI
012A2B1C	0001	CLandscapeGPUUpdateQueue	CBaseClassNonCopyable, CBaseClass	SI
012A835C	0004	CLandscapeLayerMesh	CMovableResource	SI
012A2B3C	0005	CLandscapePatchTesselator	CLandscapeTesselatorBase	SI
012A2B24	0005	CLandscapeTesselatorBase		SI
01236174	0025	CLensFlareElementDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0125D9B0	0005	CLevelLoader	CSuspendableProcessMicrothread, CASuspendableProcess, CBaseClassNonCopyable, CBaseClass	SI
0129F094	0005	CLHFile	LHA::CFile	SI
0129F084	0003	CLHFileCompletionCallback	CThreadedFileCallback, CBaseClassNonCopyable, CBaseClass	SI
0129D2B4	0002	CLHFileManager	LHA::CFileManager	SI
0123A814	0025	CLightDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01234C24	0025	CLightningDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123E5EC	0025	CLightningOrbDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0129D3D4	0020	CLipSyncDataBank	CBankFileAsync, CBankFile, CBaseClassNonCopyable, CBaseClass	SI
0129D3A4	0010	CLipSyncDataBankEntry	:CData: CResource, CIVCountedPointeeBase	SI
0129B8C4	0002	CLoadingMemoryFailureHandler	CFailedAllocationHandler	SI
012A7DF0	0004	CLocalDetailCacheMap	:CQuadTreeElement: CMovableResource	SI
012A7D94	0001	CLocalDetailObjectCollectionType	CBaseClassNonCopyable, CBaseClass	SI
012A7DB0	0010	CLocalDetailPrimitiveBase	CMovableResource	SI
012A7E04	0010	CLocalDetailPrimitiveMesh	CLocalDetailPrimitiveBase, CMovableResource	SI
012A82D8	0010	CLocalDetailPrimitiveMeshZSpriteBatch	CLocalDetailPrimitiveBase, CMovableResource	SI
012A82AC	0010	CLocalDetailPrimitiveRepeatedMesh	CLocalDetailPrimitiveBase, CMovableResource	SI
0123AE14	0020	CLookDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0122F174	0002	CMainGameComponent		MI
0129C0E0	0001	CMaintainedEvent	CBaseClass	SI
0129C880	0001	CManagedTexture	CBaseClass	SI
0129DC24	0010	CManagedTextureData	CResource, CIVCountedPointeeBase	SI
0129C848	0011	CManagedTextureOwner	CResource, CIVCountedPointeeBase	SI
0127252C	0014	CMap	CIDrawMap, CBaseClassNonCopyable, CBaseClass	MI
012336DC	0025	CMaterialDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01242C9C	0025	CMazeBattleDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01234D5C	0025	CMeleeCombatAbilityDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01234DC4	0025	CMeleeCombatKnockdownEffects	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0129DADC	0015	CMemoryAllocatorBase		SI
0129DB64	0016	CMemoryAllocatorFixedSize	CMemoryAllocatorBase	SI
0129DB1C	0016	CMemoryAllocatorVariableSize	CMemoryAllocatorBase	SI
0123675C	0011	CMemoryDataInputStream	CDataInputStream, CDataStream, CBaseClassNonCopyable, CBaseClass	SI
0129A788	0005	CMemoryDataOutputStream	CDataOutputStream, CDataStream, CBaseClassNonCopyable, CBaseClass	SI
0122E0FC	0016	CMemoryFile	CAFile, CBaseClassNonCopyable, CBaseClass	SI
0129C980	0002	CMeshBankManager		MI
0129CE7C	0004	CMeshBankStateBlock	CBankStateBlock	SI
0129CE94	0022	CMeshDataBank	CBankFileAsync, CBankFile, CBaseClassNonCopyable, CBaseClass	SI
0129CD28	0004	CMeshDataBankEntry		SI
0125BE8C	0002	CMessageEvent	CBaseObject, CBaseClass	SI
012334D4	0025	CMessageEventDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01231768	0001	CMiniMapDisplay	CBaseClassNonCopyable, CBaseClass	SI
0129E0E0	0011	CMirroredTextureHighlightsChunk	CChunkedFileChunk, CBaseClassNonCopyable, CBaseClass	SI
01276D8C	0012	CModeStandBase	CTCCreatureModeManager::CModeBase	SI
0129DBC4	0018	CMouse	CBaseClassNonCopyable, CBaseClass	SI
0129EA14	0018	CMouseDX	CMouse, CBaseClassNonCopyable, CBaseClass	SI
0129B860	0004	CMovableResource		SI
0129D6A0	0004	CMovableResourceMemoryPool	CHandleBasedMemoryPool, CBaseClassNonCopyable, CBaseClass	SI
0124265C	0025	CMultiStaticMeshDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
012438A4	0025	CMultiStaticMeshEntryDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0129DD3C	0023	CNavBlockedQuadTreeNode	CANavQuadTreeNode, CBaseClassNonCopyable, CBaseClass	SI
0129CCCC	0020	CNavigatorAStar	CNavigatorBase, CClass, CBaseObject, CBaseClass	SI
0129D4A4	0020	CNavigatorBase	CClass, CBaseObject, CBaseClass	SI
01241D74	0025	CNavigatorExternalInterface		SI
0129CB54	0020	CNavigatorFlyer	CNavigatorBase, CClass, CBaseObject, CBaseClass	SI
0129CA84	0004	CNavigatorManager	CClassFactory, CBaseClassNonCopyable, CBaseClass	SI
01238B8C	0003	CNavigatorManagerExternalInterface		SI
0129DDA4	0023	CNavNavigableLeafNode	CANavQuadTreeNode, CBaseClassNonCopyable, CBaseClass	SI
0129DE64	0001	CNavQuadTree	CBaseClassNonCopyable, CBaseClass	SI
0129DCD4	0023	CNavQuadTreeNode	CANavQuadTreeNode, CBaseClassNonCopyable, CBaseClass	SI
0129DE04	0023	CNavSwitchableLeafNode	CNavNavigableLeafNode, CANavQuadTreeNode, CBaseClassNonCopyable, CBaseClass	SI
0122EDAC	0002	CNetworkClient	CInitBaseClass, CBaseClass	SI
0122ED30	0002	CNetworkServer	CInitBaseClass, CBaseClass	SI
01230C94	0002	CNewFrontendGameComponent		MI
0123DE3C	0025	CNymphDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01243974	0025	CObjectAugmentationsDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01234A84	0025	CObjectFamilyDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01241D04	0025	CObstacleNavigatorExternalInterface	CNavigatorExternalInterface	SI
0123C514	0025	COccupiableDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01288238	0001	Coin	Mass	SI
01233E54	0025	COpinionDeedEffectsDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01233DEC	0025	COpinionDeedMaskDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
012361DC	0025	COpinionDeedReactionDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123B59C	0025	COpinionOfHeroDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01233F8C	0025	COpinionPersonalityDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0125B7DC	0025	COpinionReactionManagerDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01233D84	0025	COpinionReactionMaskDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01233FF4	0025	COpinionSourceDef	CParentDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123E504	0025	COracleMinigameDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0123C8FC	0025	COverheadDisplayDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01230CBC	0025	CParentDefClassBase	CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
01242364	0025	CParticleAttacherDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
012A38E0	0006	CParticleContext	CBaseClassNonCopyable, CBaseClass	SI
0122ED8C	0007	CParticleEnvironmentInteraction	NParticleEngine::CAEnvironmentInteraction	SI
0129F0D8	0004	CParticleProgram	CMovableResource	SI
0129F0C4	0004	CParticleSimulation	CMovableResource	SI
012A56B0	0002	CParticleSimulationRenderData	CBaseClassNonCopyable, CBaseClass	SI
012A8318	0001	CPatchTesselationEdgeStrip	CBaseClassNonCopyable, CBaseClass	SI
0123AA9C	0025	CPerceivedThingDef	CSubDefClassBase, CDefClassBase, CDefPointeeBase, CResource, CIVCountedPointeeBase	SI
0122D6C4	0002	CPersistContext_TransferableComponent<bool>	CPersistContext_TransferableComponentGenericType	SI
01272208	0002	CPersistContext_TransferableComponent<C2DVector>	CPersistContext_TransferableComponentGenericType	SI
01236750	0002	CPersistContext_TransferableComponent<C3DVector>	CPersistContext_TransferableComponentGenericType	SI
0122DEFC	0002	CPersistContext_TransferableComponent<CCharString>	CPersistContext_TransferableComponentGenericType	SI
01253F18	0002	CPersistContext_TransferableComponent<CDefIndex>	CPersistContext_TransferableComponentGenericType	SI
012704F8	0002	CPersistContext_TransferableComponent<CDefString>	CPersistContext_TransferableComponentGenericType	SI
0125D560	0002	CPersistContext_TransferableComponent<CFaction>	CPersistContext_TransferableComponentGenericType	SI
0125E9D0	0002	CPersistContext_TransferableComponent<CIntelligentPointer<CThing>>	CPersistContext_TransferableComponentGenericType	SI
0125BAB0	0002	CPersistContext_TransferableComponent<COpinionTransientOffset>	CPersistContext_TransferableComponentGenericType	SI
0125A188	0002	CPersistContext_TransferableComponent<CRGBColour>	CPersistContext_TransferableComponentGenericType	SI
0122DF2C	0002	CPersistContext_TransferableComponent<CWideString>	CPersistContext_TransferableComponentGenericType	SI
01238C80	0002	CPersistContext_TransferableComponent<double>	CPersistContext_TransferableComponentGenericType	SI
01238C74	0002	CPersistContext_TransferableComponent<enum  CWorld::ESaveType>	CPersistContext_TransferableComponentGenericType	SI
0126D7EC	0002	CPersistContext_TransferableComponent<enum  ECrimeSeverity>	CPersistContext_TransferableComponentGenericType	SI
0126B038	0002	CPersistContext_TransferableComponent<enum  EHeroCentreDoorType>	CPersistContext_TransferableComponentGenericType	SI
0124F2F4	0002	CPersistContext_TransferableComponent<enum  EHeroTrainingStatus>	CPersistContext_TransferableComponentGenericType	SI
0125BABC	0002	CPersistContext_TransferableComponent<enum  EOpinionAttitudeType>	CPersistContext_TransferableComponentGenericType	SI
0126D3AC	0002	CPersistContext_TransferableComponent<enum  EScriptingStateGroups>	CPersistContext_TransferableComponentGenericType	SI
0122DFE0	0002	CPersistContext_TransferableComponent<float>	CPersistContext_TransferableComponentGenericType	SI
01239378	0002	CPersistContext_TransferableComponent<int>	CPersistContext_TransferableComponentGenericType	SI
0122DF38	0002	CPersistContext_TransferableComponent<long>	CPersistContext_TransferableComponentGenericType	SI
01239A74	0002	CPersistContext_TransferableComponent<short>	CPersistContext_TransferableComponentGenericType	SI
01239A80	0002	CPersistContext_TransferableComponent<signed char>	CPersistContext_TransferableComponentGenericType	SI
